Reporter,Partner,Trade Value
Thailand,Switzerland,8
Thailand,Togo,5740513
Thailand,USA,1485765
Thailand,United Arab Emirates,14
Thailand,United Kingdom,15
Thailand,United States Minor Outlying Islands,576
Thailand,Viet Nam,3913661
Thailand,World,658893400
Togo,Benin,17188054
Togo,Burkina Faso,20185080
Togo,Mali,69562
Togo,Niger,10815921
Togo,Portugal,55
Togo,Tuvalu,1084111
Togo,World,49342783
Trinidad and Tobago,Anguilla,828211
Trinidad and Tobago,Barbados,428261
Trinidad and Tobago,Brazil,1741431
Trinidad and Tobago,Bunkers,897
Trinidad and Tobago,Colombia,128785
Trinidad and Tobago,Dominica,27299
Trinidad and Tobago,Finland,2
Trinidad and Tobago,Germany,952
Trinidad and Tobago,Grenada,4809993
Trinidad and Tobago,Guyana,6416036
Trinidad and Tobago,Montserrat,331053
Trinidad and Tobago,Saint Kitts and Nevis,1151055
Trinidad and Tobago,Saint Lucia,3775889
Trinidad and Tobago,Saint Vincent and the Grenadines,2962033
Trinidad and Tobago,Suriname,735766
Trinidad and Tobago,USA,13
Trinidad and Tobago,Venezuela,1131904
Trinidad and Tobago,World,24469577
Tunisia,Algeria,96552002
Tunisia,"Areas, nes",14433610
Tunisia,Bahamas,57661
Tunisia,Benin,100408
Tunisia,Brazil,16801
Tunisia,Burkina Faso,336861
Tunisia,Cameroon,101860
Tunisia,Congo,92620
Tunisia,Côte d'Ivoire,2569889
Tunisia,Egypt,203152
Tunisia,Equatorial Guinea,47190
Tunisia,Ethiopia,187283
Tunisia,France,2049647
Tunisia,Gabon,21053
Tunisia,Gambia,32049
Tunisia,Germany,37104
Tunisia,Ghana,197205
Tunisia,Guinea,24757
Tunisia,Italy,150
Tunisia,Liberia,44567
Tunisia,Libya,26533479
Tunisia,Madagascar,3575
Tunisia,Mali,517715
Tunisia,Mauritania,81373
Tunisia,Morocco,6652
Tunisia,Niger,817280
Tunisia,Nigeria,3961
Tunisia,Senegal,506478
Tunisia,Togo,53950
Tunisia,World,145630333
Turkey,Afghanistan,9359
Turkey,Albania,909043
Turkey,Algeria,2125321
Turkey,"Areas, nes",24764249
Turkey,Argentina,508696
Turkey,Austria,1519
Turkey,Azerbaijan,547007
Turkey,Bahamas,8966
Turkey,Belgium,7786159
Turkey,Belize,3003
Turkey,Benin,940
Turkey,Brazil,14989307
Turkey,Brunei Darussalam,8076
Turkey,Bulgaria,16524776
Turkey,Burkina Faso,287
Turkey,Cameroon,8377806
Turkey,Canada,5809588
Turkey,Chile,16685
Turkey,China,150
Turkey,Colombia,10714283
Turkey,Congo,6395263
Turkey,Czechia,176
Turkey,Côte d'Ivoire,27288370
Turkey,Dem. People's Rep. of Korea,17272
Turkey,Dem. Rep. of the Congo,1152908
Turkey,Denmark,3527316
Turkey,Djibouti,1419
Turkey,Dominican Rep.,1637622
Turkey,Egypt,4809988
Turkey,Equatorial Guinea,15325135
Turkey,Estonia,278975
Turkey,Ethiopia,13095
Turkey,Finland,135488
Turkey,France,432314
Turkey,Free Zones,28035746
Turkey,Gabon,2113627
Turkey,Gambia,3080
Turkey,Georgia,11757131
Turkey,Germany,50428
Turkey,Ghana,19650785
Turkey,Greece,4186577
Turkey,Guinea,3099115
Turkey,Haiti,143232
Turkey,Iran,74179
Turkey,Iraq,22406432
Turkey,Ireland,230826
Turkey,Israel,38788654
Turkey,Italy,9815042
Turkey,Jamaica,6528
Turkey,Jordan,140656
Turkey,Kazakhstan,549
Turkey,Kyrgyzstan,450
Turkey,Latvia,49433
Turkey,Lebanon,8246
Turkey,Liberia,12815255
Turkey,Libya,53264838
Turkey,Lithuania,23248
Turkey,Malawi,660
Turkey,Mali,1130
Turkey,Malta,118904
Turkey,Mauritania,15388219
Turkey,Mauritius,34296
Turkey,Montenegro,7400
Turkey,Morocco,417204
Turkey,Mozambique,3320
Turkey,Netherlands,3601066
Turkey,Niger,3380
Turkey,Nigeria,3167173
Turkey,Norway,800
Turkey,Oman,469050
Turkey,"Other Asia, nes",6840
Turkey,Panama,1782000
Turkey,Peru,701766
Turkey,Poland,5285
Turkey,Rep. of Korea,8636
Turkey,Romania,4207945
Turkey,Russian Federation,9151009
Turkey,Saudi Arabia,2843940
Turkey,Senegal,38880
Turkey,Serbia,325107
Turkey,Sierra Leone,10422695
Turkey,Slovakia,1512
Turkey,Somalia,687
Turkey,South Africa,223992
Turkey,Spain,4330198
Turkey,Sri Lanka,7568
Turkey,State of Palestine,151750
Turkey,Sudan,1284
Turkey,Switzerland,289
Turkey,Syria,87657318
Turkey,TFYR of Macedonia,202590
Turkey,Tajikistan,94200
Turkey,Togo,3989700
Turkey,Trinidad and Tobago,26112
Turkey,Turkmenistan,241974
Turkey,USA,29604452
Turkey,Uganda,23114
Turkey,Ukraine,1090352
Turkey,United Arab Emirates,29718
Turkey,United Kingdom,1089631
Turkey,United Rep. of Tanzania,64260
Turkey,Uruguay,1085074
Turkey,Uzbekistan,98051
Turkey,World,549590434
Turkey,Yemen,6085285
USA,Afghanistan,13725
USA,Algeria,97664
USA,Anguilla,40438
USA,Antigua and Barbuda,6920
USA,Argentina,341540
USA,Aruba,770791
USA,Australia,1231077
USA,Bahamas,7969225
USA,Bahrain,2856
USA,Bangladesh,10000
USA,Barbados,117568
USA,Belgium,47484
USA,Belize,16752
USA,Bermuda,99683
USA,Br. Virgin Isds,1792113
USA,Brazil,1677160
USA,Bulgaria,2775
USA,Canada,161075427
USA,Cayman Isds,256903
USA,Chile,597101
USA,China,1006340
USA,"China, Hong Kong SAR",287116
USA,"China, Macao SAR",10344
USA,Colombia,906443
USA,Costa Rica,74116
USA,Curaçao,919503
USA,Cyprus,39711
USA,Czechia,2785
USA,Denmark,21793
USA,Dominica,146153
USA,Dominican Rep.,657772
USA,Ecuador,119407
USA,Egypt,21544
USA,El Salvador,29664
USA,France,9819153
USA,Germany,484965
USA,Greece,45950
USA,Grenada,2895
USA,Guatemala,146451
USA,Guyana,1877955
USA,Haiti,6742288
USA,Honduras,198259
USA,India,280315
USA,Indonesia,34459
USA,Iraq,16757
USA,Ireland,119031
USA,Israel,310961
USA,Italy,193795
USA,Jamaica,8104484
USA,Japan,1155902
USA,Kuwait,576229
USA,Liberia,7783
USA,Lithuania,8161
USA,Malaysia,36075
USA,Maldives,16120
USA,Marshall Isds,6210
USA,Mauritania,6238
USA,Mexico,29852324
USA,Morocco,55070
USA,Netherlands,646786
USA,New Zealand,73197
USA,Nicaragua,14326
USA,Nigeria,44805
USA,Norway,71060
USA,Oman,39053
USA,"Other Asia, nes",1026543
USA,Pakistan,3029
USA,Panama,1694271
USA,Paraguay,101010
USA,Peru,109716
USA,Philippines,113509
USA,Qatar,54862
USA,Rep. of Korea,485954
USA,Russian Federation,63937
USA,Saint Kitts and Nevis,27293
USA,Saint Lucia,11852
USA,Saint Maarten,13412
USA,Saint Pierre and Miquelon,5920
USA,Saint Vincent and the Grenadines,23033
USA,Saudi Arabia,574260
USA,Singapore,106239
USA,South Africa,417400
USA,Spain,151878
USA,Sri Lanka,5450
USA,Sweden,99546
USA,Thailand,174410
USA,Trinidad and Tobago,557548
USA,Turkey,35813
USA,Turks and Caicos Isds,1131508
USA,Ukraine,4455
USA,United Arab Emirates,316729
USA,United Kingdom,523256
USA,Venezuela,224196
USA,Viet Nam,5526
USA,World,249471623
USA,Zambia,12118
Uganda,Burundi,222540
Uganda,Central African Rep.,94
Uganda,Dem. Rep. of the Congo,16226805
Uganda,Egypt,7856
Uganda,Rwanda,48278670
Uganda,South Sudan,15327025
Uganda,Sudan,49950
Uganda,United Rep. of Tanzania,76400
Uganda,World,80189341
Ukraine,Algeria,930
Ukraine,Belarus,7511762
Ukraine,Chile,404
Ukraine,Côte d'Ivoire,256
Ukraine,Estonia,314
Ukraine,Hungary,1396891
Ukraine,Italy,19
Ukraine,Lebanon,31
Ukraine,Lithuania,127
Ukraine,Marshall Isds,68
Ukraine,Poland,23208
Ukraine,Portugal,1567
Ukraine,Rep. of Moldova,5592823
Ukraine,Romania,1630874
Ukraine,Saint Kitts and Nevis,23
Ukraine,Slovakia,8569
Ukraine,Spain,270
Ukraine,Turkey,99
Ukraine,United Kingdom,6
Ukraine,World,16168241
United Arab Emirates,Afghanistan,290
United Arab Emirates,Azerbaijan,6545
United Arab Emirates,Bahrain,26434728
United Arab Emirates,Bangladesh,27030
United Arab Emirates,Belgium,111
United Arab Emirates,Burundi,599
United Arab Emirates,Cameroon,681
United Arab Emirates,Chad,11627
United Arab Emirates,China,578
United Arab Emirates,Comoros,51187
United Arab Emirates,Congo,5114
United Arab Emirates,Côte d'Ivoire,20244
United Arab Emirates,Dem. Rep. of the Congo,34867
United Arab Emirates,Denmark,10
United Arab Emirates,Djibouti,6388276
United Arab Emirates,Equatorial Guinea,5242
United Arab Emirates,Eritrea,753791
United Arab Emirates,Ethiopia,161299
United Arab Emirates,Free Zones,683079
United Arab Emirates,Gabon,1810
United Arab Emirates,Ghana,143139
United Arab Emirates,India,2884135
United Arab Emirates,Iran,4091866
United Arab Emirates,Iraq,4890001
United Arab Emirates,Italy,10313
United Arab Emirates,Japan,948
United Arab Emirates,Kenya,62431457
United Arab Emirates,Kuwait,110883038
United Arab Emirates,Lebanon,143479
United Arab Emirates,Liberia,7
United Arab Emirates,Libya,78370
United Arab Emirates,Madagascar,245
United Arab Emirates,Malaysia,280
United Arab Emirates,Maldives,563
United Arab Emirates,Mozambique,8075685
United Arab Emirates,Myanmar,21060
United Arab Emirates,Netherlands,19358
United Arab Emirates,New Zealand,62392
United Arab Emirates,Nigeria,265973
United Arab Emirates,Oman,36685584
United Arab Emirates,Pakistan,2977912
United Arab Emirates,Philippines,5961
United Arab Emirates,Qatar,13674151
United Arab Emirates,Russian Federation,3960
United Arab Emirates,Rwanda,74282
United Arab Emirates,Saudi Arabia,19209313
United Arab Emirates,Senegal,60763
United Arab Emirates,Seychelles,20529
United Arab Emirates,Sierra Leone,3336
United Arab Emirates,Somalia,12058051
United Arab Emirates,South Africa,1621285
United Arab Emirates,Sri Lanka,590575
United Arab Emirates,Sudan,1802874
United Arab Emirates,Switzerland,249
United Arab Emirates,Tajikistan,377
United Arab Emirates,Thailand,57835
United Arab Emirates,Turkmenistan,101
United Arab Emirates,Uganda,66894
United Arab Emirates,United Kingdom,59
United Arab Emirates,United Rep. of Tanzania,14905987
United Arab Emirates,World,352546794
United Arab Emirates,Yemen,20137299
United Kingdom,Angola,1723
United Kingdom,Anguilla,107409
United Kingdom,Argentina,587997
United Kingdom,Australia,952772
United Kingdom,Austria,88045
United Kingdom,Azerbaijan,21905
United Kingdom,Barbados,62258
United Kingdom,Belarus,5395
United Kingdom,Belgium,172789
United Kingdom,Brazil,777236
United Kingdom,Bulgaria,10297
United Kingdom,Bunkers,46451
United Kingdom,Canada,10483
United Kingdom,Chile,62316
United Kingdom,China,994199
United Kingdom,"China, Hong Kong SAR",1186359
United Kingdom,Colombia,257425
United Kingdom,Croatia,3244
United Kingdom,Cyprus,4381
United Kingdom,Czechia,203170
United Kingdom,Denmark,739080
United Kingdom,Egypt,102898
United Kingdom,Estonia,100168
United Kingdom,Falkland Isds (Malvinas),359725
United Kingdom,Finland,1024189
United Kingdom,France,6413909
United Kingdom,Germany,12785216
United Kingdom,Greece,6486
United Kingdom,Hungary,52776
United Kingdom,Iceland,280487
United Kingdom,India,19990
United Kingdom,Indonesia,105881
United Kingdom,Ireland,10220580
United Kingdom,Israel,64469
United Kingdom,Italy,208038
United Kingdom,Jamaica,11540
United Kingdom,Japan,123639
United Kingdom,Kazakhstan,33538
United Kingdom,Kenya,74729
United Kingdom,Kuwait,56420
United Kingdom,Latvia,157
United Kingdom,Lithuania,61595
United Kingdom,Malaysia,158317
United Kingdom,Mexico,61465
United Kingdom,Morocco,35632
United Kingdom,Netherlands,334640
United Kingdom,New Zealand,53751
United Kingdom,Nigeria,31111
United Kingdom,Norway,1180168
United Kingdom,Oman,404072
United Kingdom,"Other Asia, nes",90844
United Kingdom,Poland,838309
United Kingdom,Portugal,34147
United Kingdom,Romania,12393
United Kingdom,Russian Federation,2829107
United Kingdom,Saint Helena,98259
United Kingdom,Saudi Arabia,436310
United Kingdom,Serbia,73717
United Kingdom,Singapore,89370
United Kingdom,Slovakia,115454
United Kingdom,Slovenia,18295
United Kingdom,South Africa,2099004
United Kingdom,Spain,1139607
United Kingdom,Sweden,2165739
United Kingdom,Switzerland,28504
United Kingdom,TFYR of Macedonia,112805
United Kingdom,Thailand,91829
United Kingdom,Trinidad and Tobago,41487
United Kingdom,Turkey,1101743
United Kingdom,USA,425348
United Kingdom,United Arab Emirates,252718
United Kingdom,World,52755507
United Rep. of Tanzania,Burundi,6988950
United Rep. of Tanzania,China,90
United Rep. of Tanzania,Dem. Rep. of the Congo,12770856
United Rep. of Tanzania,Germany,160
United Rep. of Tanzania,Japan,1
United Rep. of Tanzania,Kenya,2232697
United Rep. of Tanzania,Malawi,4647878
United Rep. of Tanzania,Mozambique,398
United Rep. of Tanzania,Rwanda,60306
United Rep. of Tanzania,South Africa,53
United Rep. of Tanzania,Sudan,2802
United Rep. of Tanzania,World,28215521
United Rep. of Tanzania,Zambia,1511330
Uruguay,Argentina,2691587
Uruguay,Brazil,283041
Uruguay,Paraguay,6381263
Uruguay,United Kingdom,43518
Uruguay,World,9399409
Viet Nam,"Areas, nes",5989669
Viet Nam,Australia,16432561
Viet Nam,Bangladesh,208930448
Viet Nam,Cambodia,23454776
Viet Nam,Chile,29445877
Viet Nam,China,1124724
Viet Nam,"China, Hong Kong SAR",7586000
Viet Nam,France,9357739
Viet Nam,Indonesia,67855521
Viet Nam,Japan,4534
Viet Nam,Kiribati,7480
Viet Nam,Lao People's Dem. Rep.,28511966
Viet Nam,Madagascar,1939000
Viet Nam,Malaysia,38453788
Viet Nam,Mozambique,28859020
Viet Nam,Myanmar,8580030
Viet Nam,New Zealand,4171119
Viet Nam,"Other Asia, nes",42874408
Viet Nam,Pakistan,9915
Viet Nam,Panama,17550
Viet Nam,Papua New Guinea,4409248
Viet Nam,Peru,25680770
Viet Nam,Philippines,92381819
Viet Nam,Rep. of Korea,1255
Viet Nam,Singapore,5586750
Viet Nam,Solomon Isds,316600
Viet Nam,Sri Lanka,14006682
Viet Nam,Thailand,6772
Viet Nam,USA,1331526
Viet Nam,World,667327546
Zambia,Congo,668115
Zambia,Dem. Rep. of the Congo,18254374
Zambia,Egypt,4712
Zambia,Malawi,2838301
Zambia,Portugal,8
Zambia,South Africa,18135
Zambia,United Arab Emirates,1
Zambia,United Rep. of Tanzania,80165
Zambia,World,25288256
Zambia,Zimbabwe,3424445
Zimbabwe,Mozambique,2555250
Zimbabwe,South Africa,604
Zimbabwe,World,5233912
Zimbabwe,Zambia,2678058
